Numkeys;NumWrites;NumThread;NumNodes;Warehouses;Parallelism;Throughput;WriteThroughput;ReadThroughput;AbortRate;TASRtt;AvgPrepare;ClosedAcf;AlternativeAcf;AlternativeAcfFromPrepare;OpenAcf;AlternativeOpenAcf;ExecNoCont(S);ExecNoCont(R);ReadOnly(S);ReadOnly(R);OOBPrepare(S);OOBCommit(S);OOBRollback(S);CoordinatorCommitTime(S);CPUUsage;MemoryUsage;ApproxTurnaroundTime;2PCBytes(Prep+Comm);TxNetThroughput;ByteNetThroughput;CommitCommandTime;LocalHoldTime;RemoteHoldTime;SuxLocalHoldTime;SuxRemoteHoldTime;WrTxAbortProbability;TotalAbortProbability;WriteCommitProbability;TotalCommitProbability;PrepareProbability;PCoher;LocalLocalConflict;LocalRemoteConflict;reverseGeometricLocalAbortProbability;prepareProbFromGeometricLocalAbortProb;failureProb;TotalReincarnations;Reincarnations;SubReincarnations;UsedACF;predTh;predWTh;predRTh;predAbortProb;predWAbortProb;predWrPrepareProb;predWrGlobalOkToCommitProb;predLocalAbortProbability;predTotalIncarnations;predSubIncarnations;predIncarnations;predTasRtt;predCommitTime;writePercentage;ExecNoContR;ReadOnlyR;UpdateCommitCommandR;ReadOnlyCommitS;CpuU;NetU;LocalHoldTime;RemoteHoldTime;SuxLocalHoldTime;SuxRemoteHoldTime;ReplayR;RollbackR;PredSuxUpdateTxR;Correction;WrCorrection;ValidatedCorrection;CorrectedOutput;
5343.0;4.0;3.0;4.0;15.0;12.0;1113.4056697974197;524.3777957700805;589.0278740273393;47.20711161970999;2030613.25;2125355.5;0.001454794343842318;0.0013743950013837638;0.001250298514617828;0.001176023343235855;0.001601881521461039;109028.5;104943.75;1.58893505E7;1.754475E7;414703.25;150566.0;285302.0;330460.25;0.40251450365729413;6.202056375089744E9;2135557.0;3085.75;548.8257244872309;5080616.938009419;819447.0;2874909.5;1343329.25;2875689.25;1329100.0;0.08258984974828464;0.03908456210388822;0.9174101502517154;0.9593257007198652;0.9601823235562812;0.9554541129791391;373.0;668.5;0.008093488359611323;0.9725115262374856;0.08258984974828464;1.0900250010593668;1.0466227382516209;1.0414688705122626;0.0015665300849776603;1266.2885707608416;596.3806612061089;669.9079095547327;0.009557508764435618;0.020293354396964336;0.9902232498772263;0.9893795623608166;0.0019630419777139467;1.0207137049524382;1.009873278701531;1.0107344421122277;400000.0;377500.9151046174;0.47096742004689923;119387.19078856544;1.6912442384252287E7;113500.91510461741;702284.25;0.36574819494681393;-1.0;598950.3409655994;421463.31935366115;585133.2295777567;415035.18644104426;-1.0;-1.0;1136657.6403291163;0.8792669344937993;0.8792669344937993;-1.0;-1266.2885707608416;
5343.0;4.0;3.0;4.0;16.0;12.0;1137.8764395113578;536.6509452305163;601.2254942808415;49.85861818020211;1988652.0;2084588.0;0.0014818571063197014;0.001397013214062044;0.001272875465554511;0.0011948691572064034;0.0016306017663428865;108590.25;103781.25;1.549256225E7;1.713E7;408147.5;148503.5;283181.0;329367.5;0.3989329762972329;6.189327329045454E9;2092433.25;3082.0;562.5440950174714;5201282.702531541;815635.75;2827034.0;1314191.0;2834173.0;1300436.75;0.08500904553075007;0.04028674285611685;0.9149909544692499;0.9580221044606484;0.9591388275855537;0.9539713419511568;390.75;702.25;0.008309176705577181;0.9718271789703605;0.08500904553075007;1.0929069791515704;1.0482495186435064;1.0426019375290085;0.0015667686994013702;1297.2130255492243;611.7980583421513;685.4149672070731;0.009793836433325542;0.02076615317452235;0.9899875415239826;0.9891375454261265;0.0020105601610756686;1.021206531250776;1.0101137216945217;1.01098174326119;400000.0;376677.6648965917;0.4716249731482024;119005.85229912662;1.650480922023514E7;112677.66489659167;689357.75;0.3654691744924228;-1.0;596931.5910870329;420838.32595606486;584081.1762760676;414261.3731034949;-1.0;-1.0;1136678.5727741583;0.8771700692949754;0.8771700692949754;-1.0;-1297.2130255492243;
5343.0;4.0;3.0;4.0;17.0;12.0;1143.3340786281392;535.8790011568271;607.4550774713119;49.28944704217489;2000790.5;2092740.5;0.0015295172099272652;0.0014337971774339962;0.0013144990549828425;0.0012269681492960455;0.0016728778511643856;102480.25;97817.0;1.53807005E7;1.69865E7;420102.75;150262.0;275618.0;313414.0;0.38276525943308376;6.262062353525641E9;2098607.5;3088.0;560.4987272123799;5192460.208895488;808343.0;2829862.25;1321530.0;2835274.25;1307858.75;0.08423121101945112;0.03968832609463829;0.9157687889805489;0.958671411404138;0.9578416760805385;0.9560753221010901;394.75;726.75;0.008577556976530065;0.9709159432224292;0.08423121101945112;1.0919786872330721;1.0459426960235518;1.044013875123885;0.0016088757107090845;1301.8036553296724;610.1534586963568;691.6501966333157;0.009797175001965419;0.020902935233232944;0.9898094706807005;0.989177305096337;0.0020464647762904182;1.0213491960965202;1.010295445357066;1.0109411071684555;400000.0;371971.27403967443;0.4686985293045899;111901.93924084122;1.6379918738097081E7;107971.27403967442;679108.5;0.36552476818926294;-1.0;580723.3115569863;421137.2837886686;575112.4375841792;414632.0292310822;-1.0;-1.0;1112851.2771472444;0.8782692182090993;0.8782692182090992;-1.0;-1301.8036553296724;
5343.0;4.0;3.0;4.0;30.0;12.0;1054.1389907664447;495.5873632638097;558.551627502635;23.6636758409701;2828671.25;2896365.5;6.316650192035712E-4;6.048861207994293E-4;5.467463452182907E-4;5.216636609822618E-4;7.12567865025377E-4;113604.0;112490.5;1.57768465E7;1.787775E7;420920.5;151123.0;293781.25;341407.25;0.4822780030527122;1.1959195511410255E10;2941161.75;3095.5;507.4025366238434;4711993.656357322;929568.75;3804235.25;1896806.25;3808224.0;1887574.5;0.0455114420515454;0.021454833389651852;0.9544885579484546;0.9780747643320638;0.9772442789742273;0.9767143983184445;195.0;344.5;0.004593144805271732;0.9844948241160856;0.04557270772489489;1.0477487474360268;1.0238407478395373;1.0232856016815555;7.06123740550201E-4;1073.078732099694;504.4915936835753;568.5871384161187;0.018847189647908658;0.04008891054724972;0.9782407885451601;0.9812625896333051;0.004390221517420737;1.041763149720569;1.0222432060793543;1.0190952050599391;2605468.75;1837368.143673209;0.47013474276620526;121301.74960936263;1.6803111118631147E7;117758.76867320896;715980.0;0.30945927907429954;-1.0;2744187.8730208008;2627782.244813904;2796008.5684388266;2548564.8875383064;-1.0;-1.0;4986639.857063075;0.9823500915946868;0.9823500915946869;-1.0;-1073.078732099694;
5343.0;4.0;3.0;4.0;31.0;12.0;1027.402606240478;481.21148656812596;546.191119672352;22.159849230807687;2816580.0;2881873.75;6.264051740129472E-4;6.01682671684943E-4;5.425729848899484E-4;5.192422143275975E-4;7.09545380745072E-4;112194.25;109395.0;1.63134015E7;1.84215E7;408538.25;151475.75;296679.75;344310.75;0.49503119477142987;1.1947091029935898E10;2925975.0;3095.75;492.349741195293;4572575.133915985;917320.75;3775816.0;1896591.25;3779493.0;1887552.5;0.04402286672846863;0.0206768573664868;0.9559771332715313;0.9788865835326996;0.9781044453273298;0.9773773525296746;171.25;331.5;0.004417975872164082;0.985098521610881;0.04402286672846863;1.046050125255417;1.0231462775475335;1.022385702035474;7.486319273024016E-4;1045.2986865168662;489.5935943623197;555.7050921545465;0.01935686684515414;0.04132755763415441;0.9775969976997061;0.9806417620160556;0.004521300340846155;1.0431091536668822;1.0229163984269678;1.0197403768978253;2605468.75;1838731.1696940083;0.46837674310463223;119732.03415223422;1.731866713164743E7;119121.79469400823;700622.25;0.3113853415422289;-1.0;2753731.190344248;2627167.4523418117;2796429.7651853487;2545493.1269326736;-1.0;-1.0;4995219.776538487;0.9828794577978268;0.9828794577978268;-1.0;-1045.2986865168662;
5343.0;4.0;3.0;4.0;32.0;12.0;1079.6230843477235;507.58344848657396;572.0396358611496;24.39813625348064;2875993.5;2942909.0;6.251522453077964E-4;5.928095698802672E-4;5.417768361100037E-4;5.121412559338539E-4;7.022481095764745E-4;107694.0;104316.25;1.5252617E7;1.735425E7;404675.25;149172.75;281805.25;323716.25;0.3934140434068461;1.2053336991136364E10;2980309.75;3102.0;519.3881022977412;4833425.67998278;917813.75;3833037.5;1936956.0;3841225.0;1929858.5;0.045862745917046074;0.021621515179859302;0.9541372540829539;0.977900663684531;0.9763272210851677;0.9772719980320225;192.5;383.75;0.004780035344777334;0.9839569770443636;0.045862745917046074;1.0480672416057435;1.0232565775073326;1.0242467672759554;7.383059574537121E-4;1101.816771202003;518.0177827199259;583.7989884820772;0.02021782229877145;0.0430030327704255;0.9766417301387466;0.9798853947123668;0.004715924592111463;1.044935390855956;1.0239169279178097;1.0205275080087683;2605468.75;1831184.184274124;0.47014875454727884;115090.91888185039;1.627045770778038E7;111574.80927412397;706862.75;0.3076403366150845;-1.0;2739469.29493171;2627022.447352774;2786098.1106032343;2542083.952428837;-1.0;-1.0;4976631.025450046;0.9798571891131519;0.9798571891131517;-1.0;-1101.816771202003;
5343.0;4.0;3.0;4.0;60.0;12.0;918.696940111852;433.7033493088761;484.9935908029759;11.443506712644382;4751069.75;4813247.25;2.4491925106845874E-4;2.3399747533300253E-4;2.1387274505144585E-4;2.0381170685783496E-4;2.775547641336017E-4;126199.25;132095.5;1.630781825E7;1.920625E7;404617.5;154496.5;303638.5;358105.5;0.43078583699819867;2.3292186626560604E10;4883165.25;3101.75;439.48065366865774;4089477.3525502775;1127404.5;5938917.25;3245979.25;5954980.0;3242023.75;0.025950369917532717;0.012268563575342546;0.9740496300824673;0.9875790492001028;0.9870248150412336;0.9868542464575987;89.0;173.75;0.002608611240816572;0.9912320330917209;0.02570726167746122;1.0263855622302205;1.013320866368655;1.0131457535424013;3.517987492490876E-4;728.8531292940263;344.0808709895;384.7722583045263;0.021354912446785446;0.04523528064166771;0.974998105966433;0.9792477682938214;0.005051149937153381;1.0473784585086774;1.025643018053645;1.0211920132760026;8921875.0;6011989.298286126;0.4720853312693873;132239.93455968893;1.732407547448589E7;123551.79828612598;718929.0;0.21688479860611035;-1.0;8898399.539068779;8945386.697335342;9124770.759021938;8640926.886684777;-1.0;-1.0;1.6021679736250587E7;1.2604692264979505;1.2604692264979505;-1.0;-728.8531292940263;
5343.0;4.0;3.0;4.0;61.0;12.0;929.3769304268604;435.5765171210808;493.8004133057796;10.693731529009177;5034609.0;5090339.0;2.32266773307547E-4;2.2583477470652547E-4;2.028531519889186E-4;1.9672000067515896E-4;2.70019859350342E-4;115314.75;117473.25;1.56580175E7;1.860825E7;416984.25;151189.25;308751.0;350235.5;0.40985879653631;2.3574915179954548E10;5152082.25;3109.75;440.39286269804234;4108535.1143257115;1162561.5;6253773.75;3420902.75;6265756.5;3416467.5;0.023962456743097566;0.011247509480043705;0.9760375432569024;0.9886245449817993;0.986829984813404;0.9890635249003481;93.25;173.0;0.002647989650226501;0.9911706571195241;0.023962456743097566;1.0245507531023224;1.0110574041245266;1.0133457793026894;3.3407598221882345E-4;781.0460547360315;366.05741878790366;414.98863594812775;0.019198046247389522;0.040962312223622344;0.9773697616188791;0.9812434612135565;0.004567583157593625;1.042711889997355;1.023154223989534;1.019115071363886;8000000.0;5400345.871732773;0.468675843848439;121757.75221134405;1.6641515671389144E7;120345.87173277288;698434.75;0.22443194572752728;-1.0;7983604.735786359;8022584.936590149;8193400.52305958;7775471.339484812;-1.0;-1.0;1.4336774965432731E7;1.1899130976866148;1.1899130976866148;-1.0;-781.0460547360315;
5343.0;4.0;3.0;5.0;17.0;15.0;1397.033825806982;659.9732024415553;737.0606233654266;90.91393895222879;2304165.2;2460188.4;0.0015818007736579888;0.0014865094117793953;0.001405466913755221;0.0013159001885858453;0.001700800818341017;101228.8;98503.4;1.54442798E7;1.7139E7;393618.2;147151.2;223316.6;333805.2;0.4060249604584622;6.35075718363077E9;2402668.6;3072.0;704.6302447999182;8658496.448101394;864627.4;3169410.0;1623311.0;3187441.8;1602468.6;0.1210753706388897;0.05758195207250696;0.8789246293611103;0.9388997778648895;0.9383970052969549;0.9366234380543182;458.8;1213.8;0.012635922370005215;0.956550962057904;0.1210753706388897;1.1377539854889485;1.0676649327475043;1.0656470495486619;0.0016088757107090845;1502.632387862734;709.859053367821;792.7733344949129;0.0338517511578329;0.07165751769213902;0.962368049651137;0.9646439141910307;0.007642310601403074;1.0771886658833045;1.0391034909798853;1.036651955492426;1361328.125;1016210.3892330697;0.4724103241096032;112779.22498274194;1.6436063670521088E7;117733.82673306968;684719.8;0.338867493738391;-1.0;1488911.4606239013;1381761.4242786882;1546729.486722715;1301624.9316674261;-1.0;-1.0;2915096.033268507;0.9297242872516877;0.9297242872516879;-1.0;-1502.632387862734;
5343.0;4.0;3.0;5.0;32.0;15.0;1274.375936040388;599.3602705573356;675.0156654830524;41.69129443553154;3489560.8;3608100.0;5.881262846133648E-4;5.543605666155382E-4;5.26854178140946E-4;4.953662115575555E-4;6.532216796259117E-4;107333.6;106664.4;1.56860374E7;1.7856E7;387057.8;145801.8;224192.2;347112.4;0.37837365510459375;1.2153065907907694E10;3596225.1999999997;3101.8;619.7142882537764;7688919.117222255;1064266.0;4579656.6;2554822.0;4597618.2;2540706.4;0.06503578918178825;0.03070597140110059;0.9349642108182118;0.9683213034485669;0.9667151943707862;0.967155803759513;210.0;565.4;0.006747403725601009;0.9772910865028566;0.06503578918178825;1.0695596563261751;1.0339595710565097;1.0344308290828903;7.383059574537121E-4;1227.3500878582604;577.2432293511096;650.1068585071507;0.03456649396796063;0.07349620965882864;0.9601679828212909;0.964939267833944;0.008096451287182598;1.0793263993359;1.0414844255290303;1.036334651656118;3945312.5;2726313.8100069356;0.4703166888254397;116009.37090293806;1.670237491337799E7;122407.56000693576;708937.4;0.2833530830851647;-1.0;3945165.0752530047;3966370.089489304;4137325.6825486985;3729636.2300902805;-1.0;-1.0;7568047.821624118;1.038314942612819;1.038314942612819;-1.0;-1227.3500878582604;
